Commune,Wilaya,Statut,Pop_1998,Pop_2008,Taux_Croissance,Pop_2026,Pop_Tahat_2008,Taux_Activite_2008,Indicateur_Jeunesse_2008,Pop_Active_Est_2026,Jeunesse_Scolarisee_Est_2026,Zone_Sismique,Coef_Acceleration,Nombre_Total_Polices_assurances_seismes,Bien immobilier,Installation commerciale,Installation industrielle,Nb_Zones_Industrielles,Nb_Zones_Activite,Descriptions_ZI,Nb_Agences_GAM,Nb_Agences_Concurrents_Total,Nb_Agences_SAA,Nb_Agences_ALLIANCE,Nb_Agences_AXA,Nb_Agences_CAAR,Nb_Agences_CAAT,Nb_Agences_CASH,Nb_Agences_CIAR,Nb_Agences_TRUST,Concurrents_Noms,Has_GAM,Nb_Agences_GAM2,Capacite_Agences_Theorique,Deficit_Agences,Chiffre_Affaires_Potentiel_DA,Probabilite_Succes_%,Score_IA_Predictif,Lat_Commune,Lon_Commune,ar_name,post_code,Rank_National,Rank_Wilaya
El Haçaiba,Sidi Bel Abbès,Commune,2538,2895,1.32,3669,7426.0,48.1,94.8,1765.0,3478.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1323750.0,0.6614456804130576,0.82,34.699542,-0.7694292,الحصيبة,22019,1408,43
Sidi Baizid,Djelfa,Commune,11360,7933,-3.53,4157,11692.0,42.0,61.3,1746.0,2548.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1309500.0000000002,0.654325301983682,0.82,35.0582537,3.425889,سيدي بايزيد,17012,1408,35
Tidda,Tiaret,Commune,3476,3669,0.54,4044,13294.0,43.2,89.5,1747.0,3619.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1310250.0000000002,0.6547000587431228,0.82,35.583236,1.263181,تيدة,14042,1408,39
Meghila,Tiaret,Commune,2648,3062,1.46,3977,17541.0,44.2,90.8,1758.0,3611.0,1.0,0.1,1.0,0.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1318500.0,0.6588223830969719,0.82,35.3633423,1.3249683,مغيلة,14021,1408,39
Bedjene,Tébessa,Commune,3685,4505,2.03,6468,10238.0,37.0,80.9,2393.0,5233.0,1.0,0.1,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,1794750.0,0.8967929253418964,0.81,35.3487094,7.469641,بجن,12026,1412,27
M'Cid,Sidi Bel Abbès,Commune,3490,3499,0.03,3515,43315.0,43.3,93.0,1522.0,3269.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1141500.0000000002,0.5703797878689371,0.8,,,,,1413,44
Moghrar,Naâma,Commune,2796,3551,2.42,5460,11225.0,37.4,90.9,2042.0,4963.0,1.5,0.125,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1531500.0000000002,0.7652533027781665,0.8,32.4495,-0.5795,مغرار,45006,1413,12
Maamora,Saïda,Commune,5342,7082,2.86,11764,10077.0,50.1,92.6,1907.0,3524.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1430250.0000000002,0.714661140253655,0.8,35.9979399,3.525493,المعمورة,10039,1413,16
Ramka,Relizane,Commune,5215,5138,-0.15,5002,6712.0,37.7,92.9,1886.0,4647.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1414500.0000000002,0.7067912483053976,0.8,35.7922,1.3321,رمكة,48027,1413,37
Sidi Errabia,Médéa,Commune,5061,5042,-0.04,5008,10291.0,38.0,92.9,1903.0,4652.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1427250.0,0.7131621132158917,0.8,36.282548,3.2951253,سيدي الربيع,26055,1413,47
Gharrous,Mascara,Commune,3088,3619,1.6,4815,10218.0,38.9,75.3,1873.0,3626.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1404750.0,0.7019194104326669,0.8,35.1323,0.401,غروس,29041,1413,43
Sidi Abed,Tissemsilt,Commune,5298,5213,-0.16,5063,3551.0,37.2,91.1,1883.0,4612.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1412250.0,0.7056669780270751,0.8,35.6807,1.7056,سيدي عابد,38018,1413,18
Aïn Sandel,Guelma,Commune,5083,4760,-0.65,4229,4883.0,43.8,96.9,1852.0,4098.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1389000.0000000002,0.6940495184844095,0.8,36.2432261,7.5088549,عين صندل,24007,1413,32
Bouhamdane,Guelma,Commune,4517,4394,-0.28,4181,10158.0,44.8,94.4,1873.0,3947.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1404750.0,0.7019194104326669,0.8,,,,,1413,32
M'Sara,Khenchela,Commune,4194,4104,-0.22,3947,8139.0,39.4,90.5,1555.0,3572.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1166250.0,0.5827467609304842,0.8,,,,,1413,18
Khemissa,Souk Ahras,Commune,3619,3517,-0.29,3341,3517.0,44.9,93.3,1500.0,3117.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1125000.0,0.5621351391612388,0.8,36.1257,7.6602,خميسة,41023,1413,23
Taouila,Laghouat,Commune,2634,3172,1.88,4432,5618.0,36.6,86.7,1622.0,3843.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1216500.0000000002,0.6078554638130196,0.8,,,,,1413,24
Maamora,Bouira,Commune,3569,3652,0.23,3806,10077.0,50.1,92.6,1907.0,3524.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1430250.0000000002,0.714661140253655,0.8,35.9979399,3.525493,المعمورة,10039,1413,39
Maala,Bouira,Commune,5806,5296,-0.92,4488,10467.0,41.9,93.0,1880.0,4174.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1410000.0,0.7045427077487527,0.8,36.4945576,3.4880279,معالة,10014,1413,39
Adekar,Béjaïa,Commune,13495,13067,-0.32,12331,28891.0,41.8,94.3,5154.0,11628.0,2.0,0.15,44.0,15.0,29.0,0.0,0,0,,0,8,8,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,3865500.0,1.9314963381580168,0.79,36.7343709,4.5420287,آدكار,06024,1427,49
Lahmar,Béchar,Commune,1404,1969,3.44,3619,2459.0,46.9,97.5,1697.0,3529.0,0.5,0.05,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1272750.0000000002,0.6359622207710816,0.79,31.9312184,-2.2681563,لحمر,08006,1427,16
Hammam Soukhna,Sétif,Commune,11481,13439,1.59,17843,,41.9,92.3,7875.0,16908.0,2.0,0.15,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,,1,1,1.0,0.0,5906250.0,0.5902418961193008,0.78,,,,,1429,56
Aïn Thrid,Sidi Bel Abbès,Commune,1969,2373,1.88,3320,2475.0,43.8,88.6,1454.0,2942.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1090500.0,0.5448963282269608,0.78,35.284671,-0.6782448,عين التريد,22015,1429,45
Souk El Thenine,Tizi Ouzou,Commune,13914,14660,0.52,16105,16546.0,49.1,95.2,7908.0,15332.0,2.0,0.15,215.0,136.0,79.0,0.0,0,0,,1,0,0,0,0,0,0,0,0,0,,1,1,1.0,0.0,5931000.000000001,0.5927152907316103,0.78,36.6150269,5.2777913,ﺳﻮق اﻻﺛﻨﻴﻦ,06008,1429,58
Saneg,Médéa,Commune,3120,3487,1.12,4260,21966.0,41.6,91.1,1772.0,3881.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1329000.0000000002,0.6640689777291435,0.78,35.8406053,2.760999,سانڨ,26064,1429,48
Boukram,Bouira,Commune,6275,5647,-1.05,4671,50120.0,39.1,94.0,1826.0,4391.0,2.0,0.15,1.0,1.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1369500.0000000002,0.684305842738948,0.78,36.5178782,3.2987712,بوكرام,10034,1429,41
Remila,Khenchela,Commune,5740,5606,-0.24,5373,4104.0,41.0,91.8,2203.0,4932.0,1.0,0.1,1.0,1.0,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,1652250.0,0.8255891410481393,0.77,35.5065,6.9351,الرميلة,40010,1434,19
Erg Ferradj,Béchar,Commune,4670,4406,-0.58,3968,592.0,40.8,88.1,1619.0,3496.0,0.5,0.05,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1214250.0,0.6067311935346972,0.77,31.0835905,-2.8630916,عرق فراج,08002,1434,17
Zoubiria,Médéa,Commune,15009,9236,-4.74,3854,5071.0,42.5,82.6,1638.0,3183.0,2.0,0.15,32.0,15.0,17.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1228500.0,0.6138515719640728,0.76,36.065692,2.7869199,الزبيرية,26034,1436,49
Tamesguida,Médéa,Commune,4964,4591,-0.78,3989,3367.0,41.1,86.2,1639.0,3439.0,2.0,0.15,1.0,1.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1229250.0,0.6142263287235137,0.76,36.3206865,2.6122974,تمزڨيدة,26015,1436,49
Iboudraren,Tizi Ouzou,Commune,6508,5398,-1.85,3855,22838.0,45.5,94.2,1754.0,3631.0,2.0,0.15,9.0,9.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1315500.0,0.6573233560592087,0.76,36.5115392,4.1786226,أبودرارن,15060,1436,59
Seghouane,Médéa,Commune,7599,5999,-2.34,3920,12107.0,43.5,92.6,1705.0,3630.0,2.0,0.15,23.0,8.0,15.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1278750.0,0.6389602748466081,0.76,35.9968593,2.8356717,سغوان,26048,1436,49
Akerrou,Tizi Ouzou,Commune,5070,4660,-0.84,4004,10313.0,42.8,94.4,1714.0,3780.0,2.0,0.15,5.0,5.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1285500.0,0.6423330856815755,0.76,36.8097183,4.4087242,أقرو,15044,1436,59
Aïn Kebira,Tlemcen,Commune,3512,3665,0.43,3957,15847.0,43.3,83.1,1713.0,3288.0,2.0,0.15,4.0,4.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1284750.0,0.6419583289221348,0.76,35.0317001,-1.686101,عين الكبيرة,13053,1436,52
Chentouf,Aïn Témouchent,Commune,2444,2839,1.51,3718,4301.0,44.4,91.0,1651.0,3383.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1238250.0000000002,0.6187234098368035,0.76,35.2389,-1.03,شنتوف,46011,1436,28
Maaouia,Sétif,Commune,8976,7005,-2.45,4483,27996.0,39.1,89.3,1753.0,4003.0,2.0,0.15,24.0,24.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1314750.0,0.6569485992997677,0.76,36.3748054,5.6401895,معـاويـة,19012,1436,57
El Hassania,Aïn Defla,Commune,4389,4037,-0.83,3473,12292.0,41.2,70.3,1431.0,2442.0,2.5,0.175,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1073250.0,0.5362769227598218,0.75,35.8824,1.9171,الحسنية,44018,1444,35
Ras El Agba,Guelma,Commune,2348,2699,1.4,3468,5596.0,47.0,92.8,1630.0,3218.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1222500.0,0.6108535178885462,0.74,36.3734915,7.2205067,راس العقبة,24008,1445,34
Teniet En Nasr,Bordj Bou Arreridj,Commune,6808,5775,-1.63,4294,5008.0,37.1,96.6,1593.0,4148.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1194750.0,0.5969875177892356,0.74,36.1667,4.6005,ثنية النصر,34014,1445,32
Colla,Bordj Bou Arreridj,Commune,7963,6123,-2.59,3816,11044.0,39.8,95.2,1519.0,3633.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1139250.0,0.5692555175906145,0.74,36.1977,4.6609,القلة,34025,1445,32
Ouled Hellal,Médéa,Commune,3062,3367,0.95,3995,5009.0,39.8,82.8,1590.0,3308.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1192500.0,0.5958632475109131,0.74,36.0034964,2.3924341,أولاد هلال,26022,1445,52
Beni Chaib,Tissemsilt,Commune,3266,3494,0.68,3945,4224.0,39.5,85.6,1558.0,3377.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1168500.0,0.5838710312088068,0.74,35.7565,1.799,بنى شعيب,38005,1445,19
Harbil,Sétif,Commune,3650,3675,0.07,3720,20337.0,43.3,89.5,1611.0,3329.0,2.0,0.15,2.0,2.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1208250.0000000002,0.6037331394591705,0.74,36.3471017,4.8497854,حربيل,19036,1445,58
Djouab,Médéa,Commune,16751,9901,-5.12,3843,7632.0,38.9,90.4,1495.0,3474.0,2.0,0.15,3.0,2.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1121250.0,0.5602613553640348,0.74,36.1117003,3.3535741,جواب,26037,1445,52
Beni Ksila,Béjaïa,Commune,4586,4385,-0.45,4045,13775.0,39.6,96.9,1602.0,3920.0,2.0,0.15,20.0,19.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1201500.0000000002,0.6003603286242031,0.74,36.8280602,4.6309708,بنى كسيلة,06035,1445,50
Hannacha,Médéa,Commune,5784,4882,-1.68,3598,64820.0,41.2,92.4,1482.0,3325.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1111500.0000000002,0.5553895174913039,0.73,36.1693058,2.5216172,حناشة,26060,1453,54
Melaab,Tissemsilt,Commune,3301,3447,0.43,3726,5213.0,39.8,81.1,1483.0,3022.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1112250.0,0.5557642742507448,0.73,35.6517,1.3321,ملعب,38007,1453,20
Bab Ezzouar,El Djazaïr [Algiers],Commune,92157,96597,0.47,105135,,48.0,93.35,29822.5,57347.0,4.0,0.25,,,,,0,1,ZA,1,11,1,1,2,4,0,1,2,0,SAA|ALLIANCE|AXA|CAAR|CASH|CIAR,1,1,7.0,0.0,22366875.0,2.235236691684806,0.72,,,,,1455,49
Taoudmout,Sidi Bel Abbès,Commune,1991,2343,1.64,3141,6043.0,42.2,86.0,1326.0,2701.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,994500.0,0.4969274630185351,0.71,34.5881382,-0.1211071,تاودموت,22049,1456,46
Beni Bahdel,Tlemcen,Commune,2660,2801,0.52,3074,2801.0,44.5,93.0,1368.0,2859.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1026000.0,0.5126672469150498,0.71,34.7114024,-1.5174008,بني بهدل,13042,1456,53
Branis,Biskra,Commune,4976,4273,-1.51,3248,10107.0,41.3,93.9,1341.0,3050.0,1.0,0.1,3.0,3.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1005750.0,0.5025488144101475,0.71,34.9709574,5.6412543,البرانس,07003,1456,33
Makedra,Sidi Bel Abbès,Commune,2128,2475,1.52,3248,10049.0,43.0,90.9,1397.0,2952.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,1047750.0,0.5235351929388338,0.71,35.4412149,-0.4348398,مكدرة,22016,1456,46
Sidi Semiane,Tipaza,Commune,2978,2930,-0.16,2846,23397.0,41.1,85.6,1170.0,2436.0,4.0,0.25,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,877500.0,0.4384654085457662,0.7,36.4401,2.0984,سيدي سميان,42040,1460,28
El Gaada,Mascara,Commune,4119,4336,0.51,4756,8549.0,43.8,73.1,2083.0,3477.0,2.0,0.15,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,1562250.0,0.7806183299152403,0.69,35.4685,-0.184,القعدة,29029,1461,44
Baba Hassen,El Djazaïr [Algiers],Commune,13827,23756,5.56,62930,3763.0,47.8,88.2,30081.0,55504.0,4.0,0.25,736.0,325.0,408.0,3.0,0,0,,2,4,2,1,1,0,0,0,0,0,SAA|ALLIANCE|AXA,1,2,4.0,0.0,22560750.000000004,2.254611616147897,0.68,36.6959627,2.9591094,بابا حسن,16055,1462,50
Djerma,Batna,Commune,3063,3436,1.16,4226,4355.0,45.4,84.9,1919.0,3588.0,1.0,0.1,1.0,1.0,0.0,0.0,0,0,,0,2,2,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,1439250.0,0.7191582213669448,0.67,35.6853933,6.2267778,جرمة,05013,1463,56
Tafissour,Sidi Bel Abbès,Commune,1864,2515,3.04,4312,11293.0,43.2,88.9,1863.0,3833.0,1.0,0.1,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,1397250.0,0.6981718428382586,0.67,34.6926458,-0.2074045,تفسور,22011,1463,48
Yatafen,Tizi Ouzou,Commune,4957,4016,-2.08,2749,10301.0,47.8,95.1,1314.0,2614.0,2.0,0.15,7.0,4.0,3.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,985500.0,0.4924303819052452,0.65,36.5076873,4.2052774,يطافن,15045,1465,61
Chréa,Blida,Commune,454,783,5.6,2088,52555.0,50.5,93.7,1054.0,1956.0,4.0,0.25,1.0,1.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,790500.0,0.3949936244506304,0.65,36.4254896,2.8286336,الشريعة,09008,1465,24
Ferraguig,Mascara,Commune,2379,2565,0.76,2937,21850.0,42.9,89.9,1260.0,2640.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,945000.0,0.4721935168954406,0.65,35.4685,0.1538,فرقيق,29033,1465,45
Aïn Diss,Oum El Bouaghi,Commune,2741,2767,0.09,2814,4169.0,45.1,79.1,1269.0,2226.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,951750.0,0.475566327730408,0.65,35.8101391,7.2888545,عين الديس,04015,1465,27
Rebaia,Médéa,Commune,7223,5346,-2.96,3110,4318.0,39.7,89.3,1235.0,2777.0,2.0,0.15,3.0,0.0,3.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,926250.0,0.46282459790942,0.65,36.0223957,3.0759976,الربعية,26020,1465,55
Boudjebaa El Bordj,Sidi Bel Abbès,Commune,3169,3126,-0.14,3050,2338.0,41.7,90.7,1272.0,2766.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,954000.0,0.4766905980087305,0.65,35.3519121,-0.3280353,بوجبهة البرج,22038,1465,49
Mahelma,El Djazaïr [Algiers],Commune,14810,20758,3.43,38117,44141.0,46.6,92.4,17763.0,35220.0,4.0,0.25,424.0,352.0,72.0,0.0,0,0,,1,1,0,0,0,0,0,0,1,0,CIAR,1,1,2.0,0.0,13322250.000000002,1.3313608635894782,0.65,36.6721514,2.8158789,محالمة,16047,1465,51
Oued Taourira,Sidi Bel Abbès,Commune,839,1249,4.06,2556,5163.0,46.1,92.8,1178.0,2372.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,883500.0000000001,0.4414634626212928,0.64,34.8024792,-0.3307029,واد تاوريرة,22031,1472,50
Ouled Sidi Brahim,M'Sila,Commune,10188,10716,0.51,11736,4116.0,42.8,73.6,1203.0,2069.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,902250.0,0.4508323816073135,0.64,35.3495826,3.9983262,أولاد سيدي ابراهيم,28021,1472,46
Aïn Fares,M'Sila,Commune,3563,3184,-1.12,2600,16251.0,45.8,92.1,1191.0,2395.0,2.0,0.15,20.0,20.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,893250.0000000001,0.4463353004940236,0.63,34.742717,4.3576134,عين فارس,28037,1474,47
Ouled Sidi Brahim,Bordj Bou Arreridj,Commune,2648,2705,0.21,2811,4116.0,42.8,73.6,1203.0,2069.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,902250.0,0.4508323816073135,0.63,35.3495826,3.9983262,أولاد سيدي ابراهيم,28021,1474,34
Guerdjoum,Mascara,Commune,2341,2549,0.85,2971,37315.0,40.3,90.6,1197.0,2692.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,897750.0,0.4485838410506685,0.63,,,,,1474,46
El Oueldja,Khenchela,Commune,3357,3124,-0.72,2745,38706.0,43.3,92.3,1189.0,2534.0,2.0,0.15,25.0,19.0,5.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,891750.0,0.445585786975142,0.63,34.851,6.6797,الولجة,40009,1474,20
Ridane,Bouira,Commune,3029,3268,0.76,3747,11016.0,44.2,90.7,1656.0,3399.0,2.0,0.15,,,,,0,0,,0,1,0,0,0,0,1,0,0,0,CAAT,0,0,0.0,0.0,1242000.0000000002,0.6205971936340077,0.59,36.0701573,3.399751,ريدان,10032,1478,42
Beni Ziki,Tizi Ouzou,Commune,3943,3832,-0.29,3640,24237.0,46.9,93.6,1707.0,3407.0,2.0,0.15,22.0,22.0,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,1280250.0000000002,0.6397097883654899,0.59,36.5577577,4.4700776,بنى زيكى,15046,1478,62
Madna,Tiaret,Commune,2681,2935,0.91,3454,9273.0,42.0,83.3,1451.0,2877.0,1.0,0.1,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,1088250.0,0.5437720579486384,0.59,35.3599899,1.3916159,مادنة,14010,1478,41
Oum El Djalil,Médéa,Commune,3664,3625,-0.11,3556,16939.0,42.2,84.9,1501.0,3019.0,2.0,0.15,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,1125750.0,0.5625098959206797,0.58,35.8304434,2.6069329,أم الجليل,26042,1481,56
Sebaa,Adrar,Commune,1989,2312,1.52,3031,4493.0,37.2,45.5,1128.0,1379.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,846000.0000000001,0.4227256246492516,0.58,,,,,1481,28
Djellal,Khenchela,Commune,3637,3089,-1.62,2302,5752.0,45.8,83.3,1054.0,1918.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,790500.0,0.3949936244506304,0.58,34.8533,6.8994,جلال,40012,1481,21
Ouled Antar,Médéa,Commune,2033,2216,0.87,2588,71238.0,43.6,92.2,1128.0,2386.0,2.0,0.15,1.0,1.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,846000.0000000001,0.4227256246492516,0.58,35.9546472,2.5264159,أولاد عنتر,26058,1481,56
Safel El Ouiden,Souk Ahras,Commune,3004,2731,-0.95,2301,2731.0,46.5,90.5,1070.0,2082.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,802500.0,0.4009897326016837,0.58,35.9213,7.4625,سافل الويدان,41021,1481,24
Zekri,Tizi Ouzou,Commune,3666,3283,-1.1,2692,14439.0,41.9,95.1,1128.0,2560.0,2.0,0.15,2.0,2.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,846000.0000000001,0.4227256246492516,0.58,36.7845712,4.5092844,زكري,15023,1481,63
Zbarbar,Bouira,Commune,4525,3768,-1.81,2710,10562.0,37.0,86.5,1003.0,2344.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,752250.0000000001,0.3758810297191483,0.58,36.4732903,3.4459708,زبربر,10024,1481,43
El Bnoud,El Bayadh,Commune,1195,1607,3.01,2739,8071.0,40.7,94.7,1115.0,2594.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,836250.0,0.4178537867765209,0.58,32.2453,0.2444,البنود,32016,1481,20
Maafa,Batna,Commune,2780,2880,0.35,3069,27493.0,38.0,95.0,1166.0,2916.0,1.0,0.1,1.0,1.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,874500.0000000001,0.436966381508003,0.58,35.2770359,5.8156273,معافة,05003,1481,57
Youssoufia,Tissemsilt,Commune,2040,2254,1.0,2697,52320.0,40.8,89.9,1100.0,2425.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,825000.0,0.4122324353849084,0.58,35.8857,2.1121,اليوسفية,38014,1481,21
Sehala Thaoura,Sidi Bel Abbès,Commune,2322,2338,0.07,2367,4485.0,48.8,91.4,1155.0,2163.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,866250.0,0.4328440571541538,0.58,35.2240535,-0.929592,سهالة الثورة,22039,1481,51
El Mezeraa,Tébessa,Commune,5145,4251,-1.89,3015,9456.0,37.7,91.3,1137.0,2753.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,852750.0,0.426098435484219,0.58,,,,,1481,28
El Hakimia,Bouira,Commune,2213,2212,0.0,2210,3768.0,48.0,90.9,1061.0,2009.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,795750.0000000001,0.3976169217667162,0.58,36.0907204,3.72668,الحاكمية,10020,1481,43
Hidoussa,Batna,Commune,2529,2378,-0.61,2129,11828.0,40.7,90.5,867.0,1927.0,1.0,0.1,1.0,1.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,650250.0,0.324914110435196,0.57,35.528608,5.7812335,حيدوسة,05046,1494,58
Sebseb,Ghardaïa,Commune,2428,2437,0.04,2453,11784.0,40.6,95.1,996.0,2333.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,747000.0000000001,0.3732577324030625,0.57,32.0965,3.5898,سبسب,47009,1494,13
